File:, rs29_120731_0007
  0.2704, 5.0781250E-001
  0.2730, 5.0842285E-001
  0.2756, 5.0842285E-001
  0.2782, 5.0842285E-001
  0.2808, 5.0811768E-001
  0.2834, 5.0872803E-001
  0.2860, 5.0842285E-001
  0.2886, 5.0720215E-001
  0.2912, 5.0811768E-001
  0.2938, 5.0781250E-001
  0.2964, 5.0781250E-001
  0.2990, 5.0781250E-001
  0.3016, 5.0811768E-001
  0.3042, 5.0781250E-001
  0.3068, 5.0872803E-001
  0.3094, 5.0811768E-001
  0.3120, 5.0750732E-001
  0.3146, 5.0689697E-001
  0.3172, 5.0720215E-001
  0.3198, 5.0628662E-001
  0.3224, 5.0750732E-001
  0.3250, 5.0781250E-001
  0.3276, 5.0842285E-001
  0.3302, 5.0781250E-001
  0.3328, 5.0811768E-001
  0.3354, 5.0750732E-001
  0.3380, 5.0781250E-001
  0.3406, 5.0659180E-001
  0.3432, 5.0750732E-001
  0.3458, 5.0842285E-001
  0.3484, 5.0781250E-001
  0.3510, 5.0842285E-001
  0.3536, 5.0781250E-001
  0.3562, 5.0720215E-001
  0.3588, 5.0750732E-001
  0.3614, 5.0750732E-001
  0.3640, 5.0720215E-001
  0.3666, 5.0811768E-001
  0.3692, 5.0750732E-001
  0.3718, 5.0689697E-001
  0.3744, 5.0628662E-001
  0.3770, 5.0628662E-001
  0.3796, 5.0598145E-001
  0.3822, 5.0750732E-001
  0.3848, 5.0720215E-001
  0.3874, 5.0598145E-001
  0.3900, 5.0689697E-001
  0.3926, 5.0720215E-001
  0.3952, 5.0781250E-001
  0.3978, 5.0689697E-001
  0.4004, 5.0689697E-001
  0.4030, 5.0659180E-001
  0.4056, 5.0689697E-001
  0.4082, 5.0628662E-001
  0.4108, 5.0628662E-001
  0.4134, 5.0689697E-001
  0.4160, 5.0750732E-001
  0.4186, 5.0750732E-001
  0.4212, 5.0720215E-001
  0.4238, 5.0659180E-001
  0.4264, 5.0689697E-001
  0.4290, 5.0659180E-001
  0.4316, 5.0689697E-001
  0.4342, 5.0659180E-001
  0.4368, 5.0689697E-001
  0.4394, 5.0781250E-001
  0.4420, 5.0781250E-001
  0.4446, 5.0689697E-001
  0.4472, 5.0720215E-001
  0.4498, 5.0689697E-001
  0.4524, 5.0720215E-001
  0.4550, 5.0689697E-001
  0.4576, 5.0659180E-001
  0.4602, 5.0628662E-001
  0.4628, 5.0689697E-001
  0.4654, 5.0567627E-001
  0.4680, 5.0689697E-001
  0.4706, 5.0689697E-001
  0.4732, 5.0689697E-001
  0.4758, 5.0689697E-001
  0.4784, 5.0720215E-001
  0.4810, 5.0598145E-001
  0.4836, 5.0689697E-001
  0.4862, 5.0598145E-001
  0.4888, 5.0598145E-001
  0.4914, 5.0659180E-001
  0.4940, 5.0628662E-001
  0.4966, 5.0689697E-001
  0.4992, 5.0689697E-001
  0.5018, 5.0689697E-001
  0.5044, 5.0781250E-001
  0.5070, 5.0811768E-001
  0.5096, 5.0720215E-001
  0.5122, 5.0842285E-001
  0.5148, 5.0781250E-001
  0.5174, 5.0842285E-001
  0.5200, 5.0781250E-001
  0.5226, 5.0811768E-001
  0.5252, 5.0811768E-001
  0.5278, 5.0842285E-001
  0.5304, 5.0811768E-001
  0.5330, 5.0781250E-001
  0.5356, 5.0811768E-001
  0.5382, 5.0750732E-001
  0.5408, 5.0689697E-001
  0.5434, 5.0689697E-001
  0.5460, 5.0781250E-001
  0.5486, 5.0781250E-001
  0.5512, 5.0781250E-001
  0.5538, 5.0720215E-001
  0.5564, 5.0720215E-001
  0.5590, 5.0811768E-001
  0.5616, 5.0842285E-001
  0.5642, 5.0781250E-001
  0.5668, 5.0750732E-001
  0.5694, 5.0689697E-001
  0.5720, 5.0628662E-001
  0.5746, 5.0720215E-001
  0.5772, 5.0781250E-001
  0.5798, 5.0842285E-001
  0.5824, 5.0842285E-001
  0.5850, 5.0872803E-001
  0.5876, 5.0842285E-001
  0.5902, 5.0811768E-001
  0.5928, 5.0872803E-001
  0.5954, 5.0842285E-001
  0.5980, 5.0872803E-001
  0.6006, 5.0781250E-001
  0.6032, 5.0811768E-001
  0.6058, 5.0720215E-001
  0.6084, 5.0842285E-001
  0.6110, 5.0811768E-001
  0.6136, 5.0811768E-001
  0.6162, 5.0811768E-001
  0.6188, 5.0872803E-001
  0.6214, 5.0750732E-001
  0.6240, 5.0872803E-001
  0.6266, 5.0811768E-001
  0.6292, 5.0842285E-001
  0.6318, 5.0811768E-001
  0.6344, 5.0811768E-001
  0.6370, 5.0750732E-001
  0.6396, 5.0842285E-001
  0.6422, 5.0811768E-001
  0.6448, 5.0811768E-001
  0.6474, 5.0811768E-001
  0.6500, 5.0781250E-001
  0.6526, 5.0781250E-001
  0.6552, 5.0781250E-001
  0.6578, 5.0750732E-001
  0.6604, 5.0781250E-001
  0.6630, 5.0811768E-001
  0.6656, 5.0842285E-001
  0.6682, 5.0872803E-001
  0.6708, 5.0842285E-001
  0.6734, 5.0872803E-001
  0.6760, 5.0811768E-001
  0.6786, 5.0720215E-001
  0.6812, 5.0811768E-001
  0.6838, 5.0872803E-001
  0.6864, 5.0750732E-001
  0.6890, 5.0781250E-001
  0.6916, 5.0781250E-001
  0.6942, 5.0811768E-001
  0.6968, 5.0811768E-001
  0.6994, 5.0720215E-001
  0.7020, 5.0811768E-001
  0.7046, 5.0781250E-001
  0.7072, 5.0689697E-001
  0.7098, 5.0720215E-001
  0.7124, 5.0720215E-001
  0.7150, 5.0628662E-001
  0.7176, 5.0720215E-001
  0.7202, 5.0659180E-001
  0.7228, 5.0689697E-001
  0.7254, 5.0720215E-001
  0.7280, 5.0689697E-001
  0.7306, 5.0750732E-001
  0.7332, 5.0628662E-001
  0.7358, 5.0811768E-001
  0.7384, 5.0750732E-001
  0.7410, 5.0720215E-001
  0.7436, 5.0720215E-001
  0.7462, 5.0689697E-001
  0.7488, 5.0689697E-001
  0.7514, 5.0628662E-001
  0.7540, 5.0659180E-001
  0.7566, 5.0781250E-001
  0.7592, 5.0689697E-001
  0.7618, 5.0720215E-001
  0.7644, 5.0781250E-001
  0.7670, 5.0750732E-001
  0.7696, 5.0628662E-001
  0.7722, 5.0689697E-001
  0.7748, 5.0689697E-001
  0.7774, 5.0659180E-001
  0.7800, 5.0689697E-001
  0.7826, 5.0689697E-001
  0.7852, 5.0750732E-001
  0.7878, 5.0689697E-001
  0.7904, 5.0659180E-001
  0.7930, 5.0689697E-001
  0.7956, 5.0689697E-001
  0.7982, 5.0628662E-001
  0.8008, 5.0567627E-001
  0.8034, 5.0659180E-001
  0.8060, 5.0659180E-001
  0.8086, 5.0689697E-001
  0.8112, 5.0689697E-001
  0.8138, 5.0598145E-001
  0.8164, 5.0628662E-001
  0.8190, 5.0659180E-001
  0.8216, 5.0689697E-001
  0.8242, 5.0659180E-001
  0.8268, 5.0628662E-001
  0.8294, 5.0689697E-001
  0.8320, 5.0842285E-001
  0.8346, 5.0720215E-001
  0.8372, 5.0811768E-001
  0.8398, 5.0750732E-001
  0.8424, 5.0628662E-001
  0.8450, 5.0811768E-001
  0.8476, 5.0781250E-001
  0.8502, 5.0750732E-001
  0.8528, 5.0811768E-001
  0.8554, 5.0781250E-001
  0.8580, 5.0781250E-001
  0.8606, 5.0750732E-001
  0.8632, 5.0872803E-001
  0.8658, 5.0811768E-001
  0.8684, 5.0781250E-001
  0.8710, 5.0720215E-001
  0.8736, 5.0720215E-001
  0.8762, 5.0659180E-001
  0.8788, 5.0659180E-001
  0.8814, 5.0628662E-001
  0.8840, 5.0781250E-001
  0.8866, 5.0781250E-001
  0.8892, 5.0781250E-001
  0.8918, 5.0781250E-001
  0.8944, 5.0750732E-001
  0.8970, 5.0628662E-001
  0.8996, 5.0720215E-001
  0.9022, 5.0659180E-001
  0.9048, 5.0689697E-001
  0.9074, 5.0628662E-001
  0.9100, 5.0750732E-001
  0.9126, 5.0781250E-001
  0.9152, 5.0811768E-001
  0.9178, 5.0781250E-001
  0.9204, 5.0781250E-001
  0.9230, 5.0842285E-001
  0.9256, 5.0750732E-001
  0.9282, 5.0781250E-001
  0.9308, 5.0811768E-001
  0.9334, 5.0842285E-001
  0.9360, 5.0872803E-001
  0.9386, 5.0811768E-001
  0.9412, 5.0811768E-001
  0.9438, 5.0811768E-001
  0.9464, 5.0811768E-001
  0.9490, 5.0750732E-001
  0.9516, 5.0781250E-001
  0.9542, 5.0781250E-001
  0.9568, 5.0781250E-001
  0.9594, 5.0842285E-001
  0.9620, 5.0720215E-001
  0.9646, 5.0872803E-001
  0.9672, 5.0842285E-001
  0.9698, 5.0903320E-001
  0.9724, 5.0781250E-001
  0.9750, 5.0781250E-001
  0.9776, 5.0811768E-001
  0.9802, 5.0628662E-001
  0.9828, 5.0781250E-001
  0.9854, 5.0689697E-001
  0.9880, 5.0811768E-001
  0.9906, 5.0781250E-001
  0.9932, 5.0811768E-001
  0.9958, 5.0811768E-001
  0.9984, 5.0811768E-001
  1.0010, 5.0903320E-001
  1.0036, 5.0872803E-001
  1.0062, 5.0842285E-001
  1.0088, 5.0811768E-001
  1.0114, 5.0811768E-001
  1.0140, 5.0811768E-001
  1.0166, 5.0872803E-001
  1.0192, 5.0781250E-001
  1.0218, 5.0842285E-001
  1.0244, 5.0781250E-001
  1.0270, 5.0811768E-001
  1.0296, 5.0720215E-001
  1.0322, 5.0781250E-001
  1.0348, 5.0811768E-001
  1.0374, 5.0781250E-001
  1.0400, 5.0781250E-001
  1.0426, 5.0781250E-001
  1.0452, 5.0720215E-001
  1.0478, 5.0781250E-001
  1.0504, 5.0842285E-001
  1.0530, 5.0842285E-001
  1.0556, 5.0781250E-001
  1.0582, 5.0842285E-001
  1.0608, 5.0720215E-001
  1.0634, 5.0689697E-001
  1.0660, 5.0811768E-001
  1.0686, 5.0659180E-001
  1.0712, 5.0781250E-001
  1.0738, 5.0781250E-001
  1.0764, 5.0720215E-001
  1.0790, 5.0720215E-001
  1.0816, 5.0781250E-001
  1.0842, 5.0811768E-001
  1.0868, 5.0781250E-001
  1.0894, 5.0781250E-001
  1.0920, 5.0811768E-001
  1.0946, 5.0811768E-001
  1.0972, 5.0781250E-001
  1.0998, 5.0781250E-001
  1.1024, 5.0781250E-001
  1.1050, 5.0811768E-001
  1.1076, 5.0811768E-001
  1.1102, 5.0811768E-001
  1.1128, 5.0720215E-001
  1.1154, 5.0811768E-001
  1.1180, 5.0781250E-001
  1.1206, 5.0689697E-001
  1.1232, 5.0720215E-001
  1.1258, 5.0689697E-001
  1.1284, 5.0628662E-001
  1.1310, 5.0720215E-001
  1.1336, 5.0842285E-001
  1.1362, 5.0689697E-001
  1.1388, 5.0750732E-001
  1.1414, 5.0720215E-001
  1.1440, 5.0720215E-001
  1.1466, 5.0628662E-001
  1.1492, 5.0689697E-001
  1.1518, 5.0689697E-001
  1.1544, 5.0598145E-001
  1.1570, 5.0689697E-001
  1.1596, 5.0720215E-001
  1.1622, 5.0598145E-001
  1.1648, 5.0781250E-001
  1.1674, 5.0720215E-001
  1.1700, 5.0659180E-001
  1.1726, 5.0689697E-001
  1.1752, 5.0720215E-001
  1.1778, 5.0689697E-001
  1.1804, 5.0720215E-001
  1.1830, 5.0689697E-001
  1.1856, 5.0628662E-001
  1.1882, 5.0811768E-001
  1.1908, 5.0720215E-001
  1.1934, 5.0781250E-001
  1.1960, 5.0720215E-001
  1.1986, 5.0689697E-001
  1.2012, 5.0720215E-001
  1.2038, 5.0781250E-001
  1.2064, 5.0598145E-001
  1.2090, 5.0628662E-001
  1.2116, 5.0628662E-001
  1.2142, 5.0659180E-001
  1.2168, 5.0720215E-001
  1.2194, 5.0720215E-001
  1.2220, 5.0781250E-001
  1.2246, 5.0689697E-001
  1.2272, 5.0659180E-001
  1.2298, 5.0628662E-001
  1.2324, 5.0659180E-001
  1.2350, 5.0628662E-001
  1.2376, 5.0689697E-001
  1.2402, 5.0750732E-001
  1.2428, 5.0628662E-001
  1.2454, 5.0689697E-001
  1.2480, 5.0689697E-001
  1.2506, 5.0750732E-001
  1.2532, 5.0720215E-001
  1.2558, 5.0720215E-001
  1.2584, 5.0720215E-001
  1.2610, 5.0720215E-001
  1.2636, 5.0720215E-001
  1.2662, 5.0842285E-001
  1.2688, 5.0720215E-001
  1.2714, 5.0720215E-001
  1.2740, 5.0720215E-001
  1.2766, 5.0781250E-001
  1.2792, 5.0781250E-001
  1.2818, 5.0750732E-001
  1.2844, 5.0689697E-001
  1.2870, 5.0720215E-001
  1.2896, 5.0689697E-001
  1.2922, 5.0628662E-001
  1.2948, 5.0659180E-001
  1.2974, 5.0689697E-001
  1.3000, 5.0659180E-001
  1.3026, 5.0720215E-001
  1.3052, 5.0750732E-001
  1.3078, 5.0720215E-001
  1.3104, 5.0781250E-001
  1.3130, 5.0689697E-001
  1.3156, 5.0750732E-001
  1.3182, 5.0720215E-001
  1.3208, 5.0659180E-001
  1.3234, 5.0720215E-001
  1.3260, 5.0750732E-001
  1.3286, 5.0720215E-001
  1.3312, 5.0811768E-001
  1.3338, 5.0811768E-001
  1.3364, 5.0720215E-001
  1.3390, 5.0720215E-001
  1.3416, 5.0781250E-001
  1.3442, 5.0811768E-001
  1.3468, 5.0689697E-001
  1.3494, 5.0811768E-001
  1.3520, 5.0781250E-001
  1.3546, 5.0750732E-001
  1.3572, 5.0842285E-001
  1.3598, 5.0842285E-001
  1.3624, 5.0781250E-001
  1.3650, 5.0903320E-001
  1.3676, 5.0842285E-001
  1.3702, 5.0781250E-001
  1.3728, 5.0750732E-001
  1.3754, 5.0720215E-001
  1.3780, 5.0720215E-001
  1.3806, 5.0781250E-001
  1.3832, 5.0811768E-001
  1.3858, 5.0872803E-001
  1.3884, 5.0781250E-001
  1.3910, 5.0842285E-001
  1.3936, 5.0872803E-001
  1.3962, 5.0811768E-001
  1.3988, 5.0811768E-001
  1.4014, 5.0811768E-001
  1.4040, 5.0811768E-001
  1.4066, 5.0842285E-001
  1.4092, 5.0842285E-001
  1.4118, 5.0872803E-001
  1.4144, 5.0842285E-001
  1.4170, 5.0872803E-001
  1.4196, 5.0842285E-001
  1.4222, 5.0811768E-001
  1.4248, 5.0903320E-001
  1.4274, 5.0933838E-001
  1.4300, 5.0872803E-001
  1.4326, 5.0811768E-001
  1.4352, 5.0842285E-001
  1.4378, 5.0903320E-001
  1.4404, 5.0872803E-001
  1.4430, 5.0872803E-001
  1.4456, 5.0933838E-001
  1.4482, 5.0842285E-001
  1.4508, 5.0872803E-001
  1.4534, 5.0811768E-001
  1.4560, 5.0811768E-001
  1.4586, 5.0811768E-001
  1.4612, 5.0750732E-001
  1.4638, 5.0811768E-001
  1.4664, 5.0842285E-001
  1.4690, 5.0781250E-001
  1.4716, 5.0811768E-001
  1.4742, 5.0750732E-001
  1.4768, 5.0781250E-001
  1.4794, 5.0781250E-001
  1.4820, 5.0781250E-001
  1.4846, 5.0781250E-001
  1.4872, 5.0750732E-001
  1.4898, 5.0689697E-001
  1.4924, 5.0781250E-001
  1.4950, 5.0781250E-001
  1.4976, 5.0811768E-001
  1.5002, 5.0781250E-001
  1.5028, 5.0781250E-001
  1.5054, 5.0689697E-001
  1.5080, 5.0750732E-001
  1.5106, 5.0842285E-001
  1.5132, 5.0720215E-001
  1.5158, 5.0842285E-001
  1.5184, 5.0781250E-001
  1.5210, 5.0811768E-001
  1.5236, 5.0781250E-001
  1.5262, 5.0750732E-001
  1.5288, 5.0689697E-001
  1.5314, 5.0689697E-001
  1.5340, 5.0689697E-001
  1.5366, 5.0628662E-001
  1.5392, 5.0659180E-001
  1.5418, 5.0659180E-001
  1.5444, 5.0628662E-001
  1.5470, 5.0628662E-001
  1.5496, 5.0598145E-001
  1.5522, 5.0659180E-001
  1.5548, 5.0598145E-001
  1.5574, 5.0537109E-001
  1.5600, 5.0628662E-001
  1.5626, 5.0537109E-001
  1.5652, 5.0628662E-001
  1.5678, 5.0598145E-001
  1.5704, 5.0537109E-001
  1.5730, 5.0598145E-001
  1.5756, 5.0567627E-001
  1.5782, 5.0598145E-001
  1.5808, 5.0628662E-001
  1.5834, 5.0628662E-001
  1.5860, 5.0598145E-001
  1.5886, 5.0598145E-001
  1.5912, 5.0628662E-001
  1.5938, 5.0598145E-001
  1.5964, 5.0659180E-001
  1.5990, 5.0659180E-001
  1.6016, 5.0598145E-001
  1.6042, 5.0689697E-001
  1.6068, 5.0567627E-001
  1.6094, 5.0598145E-001
  1.6120, 5.0628662E-001
  1.6146, 5.0628662E-001
  1.6172, 5.0598145E-001
  1.6198, 5.0567627E-001
  1.6224, 5.0567627E-001
  1.6250, 5.0598145E-001
  1.6276, 5.0689697E-001
  1.6302, 5.0567627E-001
  1.6328, 5.0628662E-001
  1.6354, 5.0567627E-001
  1.6380, 5.0598145E-001
  1.6406, 5.0689697E-001
  1.6432, 5.0628662E-001
  1.6458, 5.0628662E-001
  1.6484, 5.0628662E-001
  1.6510, 5.0689697E-001
  1.6536, 5.0598145E-001
  1.6562, 5.0628662E-001
  1.6588, 5.0659180E-001
  1.6614, 5.0689697E-001
  1.6640, 5.0781250E-001
  1.6666, 5.0781250E-001
  1.6692, 5.0811768E-001
  1.6718, 5.0811768E-001
  1.6744, 5.0750732E-001
  1.6770, 5.0720215E-001
  1.6796, 5.0750732E-001
  1.6822, 5.0811768E-001
  1.6848, 5.0811768E-001
  1.6874, 5.0811768E-001
  1.6900, 5.0842285E-001
  1.6926, 5.0872803E-001
  1.6952, 5.0842285E-001
  1.6978, 5.0842285E-001
  1.7004, 5.0842285E-001
  1.7030, 5.0811768E-001
  1.7056, 5.0750732E-001
  1.7082, 5.0781250E-001
  1.7108, 5.0872803E-001
  1.7134, 5.0964355E-001
  1.7160, 5.0842285E-001
  1.7186, 5.0842285E-001
  1.7212, 5.0811768E-001
  1.7238, 5.0872803E-001
  1.7264, 5.0842285E-001
  1.7290, 5.0903320E-001
  1.7316, 5.0903320E-001
  1.7342, 5.0872803E-001
  1.7368, 5.0842285E-001
  1.7394, 5.0811768E-001
  1.7420, 5.0903320E-001
  1.7446, 5.0903320E-001
  1.7472, 5.0842285E-001
  1.7498, 5.0933838E-001
  1.7524, 5.0964355E-001
  1.7550, 5.1025391E-001
  1.7576, 5.0933838E-001
  1.7602, 5.0964355E-001
  1.7628, 5.0933838E-001
  1.7654, 5.0933838E-001
  1.7680, 5.0964355E-001
  1.7706, 5.0903320E-001
  1.7732, 5.0903320E-001
  1.7758, 5.0964355E-001
  1.7784, 5.0994873E-001
  1.7810, 5.0903320E-001
  1.7836, 5.0994873E-001
  1.7862, 5.0903320E-001
  1.7888, 5.0872803E-001
  1.7914, 5.1086426E-001
  1.7940, 5.0964355E-001
  1.7966, 5.0903320E-001
  1.7992, 5.0872803E-001
  1.8018, 5.0811768E-001
  1.8044, 5.0903320E-001
  1.8070, 5.0842285E-001
  1.8096, 5.0842285E-001
  1.8122, 5.0842285E-001
  1.8148, 5.0842285E-001
  1.8174, 5.0903320E-001
  1.8200, 5.0781250E-001
  1.8226, 5.0811768E-001
  1.8252, 5.0781250E-001
  1.8278, 5.0811768E-001
  1.8304, 5.0811768E-001
  1.8330, 5.0811768E-001
  1.8356, 5.0872803E-001
  1.8382, 5.0842285E-001
  1.8408, 5.0811768E-001
  1.8434, 5.0750732E-001
  1.8460, 5.0781250E-001
  1.8486, 5.0842285E-001
  1.8512, 5.0781250E-001
  1.8538, 5.0720215E-001
  1.8564, 5.0689697E-001
  1.8590, 5.0689697E-001
  1.8616, 5.0720215E-001
  1.8642, 5.0720215E-001
  1.8668, 5.0720215E-001
  1.8694, 5.0628662E-001
  1.8720, 5.0567627E-001
  1.8746, 5.0567627E-001
  1.8772, 5.0628662E-001
  1.8798, 5.0567627E-001
  1.8824, 5.0567627E-001
  1.8850, 5.0598145E-001
  1.8876, 5.0567627E-001
  1.8902, 5.0659180E-001
  1.8928, 5.0598145E-001
  1.8954, 5.0537109E-001
  1.8980, 5.0567627E-001
  1.9006, 5.0567627E-001
  1.9032, 5.0567627E-001
  1.9058, 5.0506592E-001
  1.9084, 5.0567627E-001
  1.9110, 5.0537109E-001
  1.9136, 5.0598145E-001
  1.9162, 5.0567627E-001
  1.9188, 5.0598145E-001
  1.9214, 5.0537109E-001
  1.9240, 5.0598145E-001
  1.9266, 5.0537109E-001
  1.9292, 5.0567627E-001
  1.9318, 5.0506592E-001
  1.9344, 5.0567627E-001
  1.9370, 5.0506592E-001
  1.9396, 5.0537109E-001
  1.9422, 5.0567627E-001
  1.9448, 5.0567627E-001
  1.9474, 5.0598145E-001
  1.9500, 5.0598145E-001
  1.9526, 5.0567627E-001
  1.9552, 5.0537109E-001
  1.9578, 5.0476074E-001
  1.9604, 5.0537109E-001
  1.9630, 5.0567627E-001
  1.9656, 5.0567627E-001
  1.9682, 5.0506592E-001
  1.9708, 5.0598145E-001
  1.9734, 5.0659180E-001
  1.9760, 5.0598145E-001
  1.9786, 5.0537109E-001
  1.9812, 5.0567627E-001
  1.9838, 5.0598145E-001
  1.9864, 5.0659180E-001
  1.9890, 5.0659180E-001
  1.9916, 5.0659180E-001
  1.9942, 5.0811768E-001
  1.9968, 5.0781250E-001
  1.9994, 5.0720215E-001
  2.0020, 5.0689697E-001
  2.0046, 5.0750732E-001
  2.0072, 5.0781250E-001
  2.0098, 5.0750732E-001
  2.0124, 5.0781250E-001
  2.0150, 5.0720215E-001
  2.0176, 5.0750732E-001
  2.0202, 5.0659180E-001
  2.0228, 5.0842285E-001
  2.0254, 5.0781250E-001
  2.0280, 5.0872803E-001
  2.0306, 5.0811768E-001
  2.0332, 5.0811768E-001
  2.0358, 5.0781250E-001
  2.0384, 5.0811768E-001
  2.0410, 5.0842285E-001
  2.0436, 5.0842285E-001
  2.0462, 5.0842285E-001
  2.0488, 5.0903320E-001
  2.0514, 5.0872803E-001
  2.0540, 5.0811768E-001
  2.0566, 5.0842285E-001
  2.0592, 5.0842285E-001
  2.0618, 5.0903320E-001
  2.0644, 5.0903320E-001
  2.0670, 5.0872803E-001
  2.0696, 5.0872803E-001
  2.0722, 5.0872803E-001
  2.0748, 5.0903320E-001
  2.0774, 5.0903320E-001
  2.0800, 5.0933838E-001
  2.0826, 5.0964355E-001
  2.0852, 5.0994873E-001
  2.0878, 5.0903320E-001
  2.0904, 5.0964355E-001
  2.0930, 5.0933838E-001
  2.0956, 5.0933838E-001
  2.0982, 5.0964355E-001
  2.1008, 5.0872803E-001
  2.1034, 5.0994873E-001
  2.1060, 5.0964355E-001
  2.1086, 5.0994873E-001
  2.1112, 5.0933838E-001
  2.1138, 5.0964355E-001
  2.1164, 5.0872803E-001
  2.1190, 5.0903320E-001
  2.1216, 5.0994873E-001
  2.1242, 5.0842285E-001
  2.1268, 5.0903320E-001
  2.1294, 5.0903320E-001
  2.1320, 5.0903320E-001
  2.1346, 5.1025391E-001
  2.1372, 5.1055908E-001
  2.1398, 5.0933838E-001
  2.1424, 5.0964355E-001
  2.1450, 5.0903320E-001
  2.1476, 5.0933838E-001
  2.1502, 5.0903320E-001
  2.1528, 5.0811768E-001
  2.1554, 5.0842285E-001
  2.1580, 5.0811768E-001
  2.1606, 5.0781250E-001
  2.1632, 5.0842285E-001
  2.1658, 5.0842285E-001
  2.1684, 5.0872803E-001
  2.1710, 5.0903320E-001
  2.1736, 5.0842285E-001
  2.1762, 5.0933838E-001
  2.1788, 5.0811768E-001
  2.1814, 5.0842285E-001
  2.1840, 5.0842285E-001
  2.1866, 5.0842285E-001
  2.1892, 5.0903320E-001
  2.1918, 5.0872803E-001
  2.1944, 5.0872803E-001
  2.1970, 5.0842285E-001
  2.1996, 5.0781250E-001
  2.2022, 5.0811768E-001
  2.2048, 5.0842285E-001
  2.2074, 5.0781250E-001
  2.2100, 5.0720215E-001
  2.2126, 5.0689697E-001
  2.2152, 5.0720215E-001
  2.2178, 5.0689697E-001
  2.2204, 5.0659180E-001
  2.2230, 5.0720215E-001
  2.2256, 5.0720215E-001
  2.2282, 5.0598145E-001
